edicion lolla ,artista ,genero musical 01,genero musical 02,genero musical 03,integrantes,nacionalidad,headliner,escenario,veces en lollapalooza
2022,Princesa Alba,Trap,R&B,Pop  ,1,Chilena,No,Perry's Stage,1
2022,Power Peralta,Pop ,Hip hop,Baile,2,Chilena,No,Perry's Stage,1
2022,Ghetto Kids,Reguetón,Trap,Electrónica,3,Mexicana,No,Perry's Stage,1
2022,Tiago PZK,Trap,R&B,NA,1,Argentina,No,Axe Stage,1
2022,Marina,Pop ,Indie pop,Electropop,1,Británica,No,Axe Stage,2
2022,Beto Cuevas,Pop rock,NA,NA,1,Chilena,No,Axe Stage,1
2022,BBS paranóicos,Punk,NA,NA,4,Chilena,No,Axe Stage,2
2022,Pascuala Ilabaca y fauna,Pop,NA,NA,6,Chilena,No,Aldea Verde,2
2022,Slowkiss,Rock alternativo,NA,NA,3,Chilena,No,Axe Stage,1
2022,Jack Harlow,Hip hop,R&B,NA,1,Estadounidense,No,Axe Stage,1
2022,Kehlani,R&B,NA,NA,1,Estadounidense,No,Axe Stage,1
2022,070 shake,Soul,Rap,NA,1,Estadounidense,No,Axe Stage,1
2022,Marc Segui,Trap,Rap,Reguetón,1,Española,No,Axe Stage,1
2022,Cimafunk,Funk,Hip hop,NA,1,Cubana,No,Axe Stage,1
2022,Javiera Mena,Electropop,Indie pop,Pop,1,Chilena,No,Lotus Stage,3
2022,Pedro Piedra,Rock,Hip hop,Indie,1,Chilena,No,Lotus Stage,4
2022,Rubio,Pop  ,Electrónica,NA,1,Chilena,No,Lotus Stage,3
2022,Hoppo!,Folk,Rock,Alternativo,1,Chilena-Mexicana,No,Lotus Stage,3
2022,Soulfia,Pop  ,Funk,Soul,1,Chilena,No,Lotus Stage,1
2022,Inti histórico quilapayun,Folclor,NA,NA,NA,Chilena,No,Lotus Stage,1
2022,Lucybell,Rock alternativo,Shoegaze,Dream pop,3,Chilena,No,Lotus Stage,3
2022,C-funk,Funk,Soul,Rock  ,7,Chilena,No,Lotus Stage,1
2022,Latin Bitman,Hip hop,Funk,R&B,1,Chilena,No,Lotus Stage,3
2022,Girlultra,R&B,Soul,,1,Mexicana,No,Lotus Stage,1
2022,Golden Dawn Arkestra,Afro-beat,Soul,Funk,NA,Estadounidense,No,Aldea Verde,1
2022,Micro TDH,Hip hop,Trap latino,Dance pop,1,Venezolana,No,Aldea Verde,1
2022,BMF Squad,Hip hop,Rap,NA,1,Chilena,No,Aldea Verde,1
2022,Silvestre y la naranja,Rock,Indie Rock,Funk,4,Argentina,No,Aldea Verde,1
2022,Nakeye,Hip hop,Reggae,Electrónica,1,Chilena,No,Aldea Verde,1
2022,Yorka,Pop,Indie pop,,2,Chilena,No,Aldea Verde,1
2022,Red Bull Batalla,Freestyle,NA,NA,NA,Múltiple,No,Aldea Verde,1
2022,Catana,Hip hop,R&B,Electrónica,1,Chilena,No,Aldea Verde,1
2022,Liz Santibañez,Pop,Folk Rock,NA,1,Chilena,No,Aldea Verde,1
2023,Billie Eilish,Electropop,Indie pop,Pop alternativo,1,Estadounidense,Sí,Costanera Center Stage,1
2023,Kali Uchis,Pop,R&B,Hip hop,1,Colombiana-Estadounidense,No,Costanera Center Stage,1
2023,Mother Mother,Rock,Indie Rock,NA,5,Canadiense,No,Costanera Center Stage,1
2023,Usted Señalemelo,Indie Rock,Rock alternativo,NA,3,Argentina,No,Costanera Center Stage,1
2023,Pailita,Trap,Reguéton,NA,1,Chilena,No,Costanera Center Stage,1
2023,Sofía Gabanna,Rap,Soul,NA,1,Española-Argentina,No,Costanera Center Stage,1
2023,Drake,R&B,Hip hop,Pop,1,Canadiense,Sí,Costanera Center Stage,1
2023,Tove Lo,Pop,Electropop,Indie pop,1,Sueca,No,Costanera Center Stage,2
2023,Young Cister,Trap,Pop urbano,Reguetón,1,Chilena,No,Costanera Center Stage,1
2023,El Kuelgue,Rock fusión,Funk,Indie pop,6,Argentina,No,Costanera Center Stage,1
2023,Stailok,Hip hop,Reggae,NA,1,Chilena,No,Costanera Center Stage,1
2023,Twenty One Pilots,Rap rock,Electropop,Indie pop,2,Estadounidense,Sí,Costanera Center Stage,3
2023,The 1975,Pop rock,Indie pop,Indie rock,4,Británica,No,Costanera Center Stage,3
2023,Wallows,Indie rock,Post-punk,Power pop,3,Estadounidense,No,Costanera Center Stage,2
2023,Alex Anwandter,Pop,Electropop,Rock alternativo,1,Chilena,No,Costanera Center Stage,3
2023,Spiral vortex,Rock,Indie,Electrónica,4,Chilena,No,Costanera Center Stage,2
2023,Lil Nas X,Hip hop,Trap,R&B,1,Estadounidense,Sí,Banco de Chile Stage,1
2023,Conan Gray,Pop,Indie pop,NA,1,Estadounidense,No,Banco de Chile Stage,1
2023,Mora,Trap latino,Reguetón,Electrónica,1,Puertorriqueña,No,Banco de Chile Stage,1
2023,Conociendo Rusia,Rock,Pop,NA,1,Argentina,No,Banco de Chile Stage,1
2023,Elsa y Elmar,Pop,Folk,Indie,1,Colombiana,No,Banco de Chile Stage,1
2023,Rosalía,Pop latino,R&B,Reguetón,1,Española,Sí,Banco de Chile Stage,2
2023,Aurora,Pop,Synth pop,Folk,1,Noruega,No,Banco de Chile Stage,2
2023,Danny Ocean,Pop latino,Reguetón,Dancehall,1,Venezolana,No,Banco de Chile Stage,1
2023,Louta,Trap,Pop,Reguetón,1,Argentina,No,Banco de Chile Stage,1
2023,Villano Antivillano,Reguetón,Rap,Dancehall,1,Puertorriqueña,No,Banco de Chile Stage,1
2023,Tame Impala,Rock psicodélico,Synth pop,Rock espacial,1,Australiana,Sí,Banco de Chile Stage,2
2023,Jane's Addiction,Rock alternativo,Hard rock,Rock gótico,4,Estadounidense,No,Banco de Chile Stage,2
2023,Yungblud,Rock alternativo,Pop punk,Indie rock,1,Británica,No,Banco de Chile Stage,1
2023,Ottto,Funk,Skte punk,NA,3,Estadounidense,No,Banco de Chile Stage,1
2023,Rise Against,Hardcore punk,Punk rock,Hardcore melódico,4,Estadounidense,No,Axe Stage,1
2023,Polo x Pan,Electrónica,Deep house,Synth pop,2,Francesa,No,Axe Stage,1
2023,Modest Mouse,Rock alternativo,Indie rock,Slacker rock,6,Estadounidense,No,Axe Stage,1
2023,Hot Milk,Pop emo,Pop punk,Rock alternativo,2,Británica,No,Axe Stage,1
2023,Friolento,Pop,Indie pop,Post punk,4,Chilena,No,Axe Stage,1
2023,Chini.PNG,Post punk,Indie pop,NA,1,Chilena,No,Axe Stage,1
2023,Cigarettes After Sex,Indie rock,Dream pop,Slowcore,3,Estadounidense,No,Axe Stage,1
2023,The Rose,Rock,Pop rock,Indie rock,4,Coreana,No,Axe Stage,1
2023,Suki Waterhouse,Indie rock,Dream pop,Pop alternativo,1,Británica,No,Axe Stage,1
2023,Marilina Bertoldi,Rock alternativo,Funk,NA,1,Argentina,No,Axe Stage,1
2023,Benito Cerati,Rock,Pop,Electrónica,1,Chilena-Argentina,No,Axe Stage,1
2023,Masquemusica,Indie,R&B,Soul,1,Chilena,No,Axe Stage,1
2023,Melanie Martinez,Pop alternativo,Electropop,Pop rock,1,Estadounidense,No,Axe Stage,2
2023,Lit Killah,R&B,Trap latino,Reguetón,1,Argentina,No,Axe Stage,1
2023,Sofi Tukker,House,Electrónica,Pop,2,Estadounidense,No,Axe Stage,1
2023,Pánico,Rock alternativo,Indie rock,Post-punk,2,Chilena,No,Axe Stage,1
2023,Nano Stern,Rock,Folk,Trova,1,Chilena,No,Axe Stage,2
2023,Plumas,Pop-rock,NA,NA,2,Chilena,No,Axe Stage,1
2023,Claptone,Tech house,Deep house,Indie Dance,2,Alemana,No,Perry's Stage,1
2023,Gorgon City,House,Deep house,Tech house,2,Británica,No,Perry's Stage,1
2023,Tokischa,Reguetón,Dancehall,Diva house,1,Dominicana,No,Perry's Stage,1
2023,Ryan Castro,Reguetón,Dancehall,NA,1,Colombiana,No,Perry's Stage,1
2023,Nora en Pure,Deep house,Indie Dance,Tech house,1,Sudafricana,No,Perry's Stage,1
2023,Rojuu,Trap experimental,Emo trap,NA,1,Española,No,Perry's Stage,1
2023,Dillom,Hip hop,Indie pop,Punk rock,1,Argentina,No,Perry's Stage,1
2023,Shirel,Pop,Trap,R&B,1,Peruana,No,Perry's Stage,1
2023,Loyaltty,Trap,Reguetón,NA,1,Chilena,No,Perry's Stage,1
2023,Armin Van Buuren,Trance,Electro house,Tech Trance,1,Neerlandesa,No,Perry's Stage,1
2023,Alison Wonderland,Electropop,Future bass,NA,1,Australiana,No,Perry's Stage,2
2023,John Summit,House,Electrónica,Tech house,1,Estadounidense,No,Perry's Stage,1
2023,Cris MJ,Reguetón,Trap,NA,1,Chilena,No,Perry's Stage,1
2023,Young Miko,Trap latino,Reguetón,Pop urbano,1,Puertorriqueña,No,Perry's Stage,1
2023,Madds,Electrónica,House,NA,1,Sudáfrica,No,Perry's Stage,1
2023,Melanie Ribbe,Electrónica,Techno,House,1,Alemana,No,Perry's Stage,2
2023,Red Bull Batalla,Freestyle,NA,NA,NA,Múltiple,No,Perry's Stage,2
2023,Baus,Techno,NA,NA,1,Estadounidense,No,Perry's Stage,1
2023,Jamie XX,Indie pop,House,Indietronica,1,Británica,No,Perry's Stage,1
2023,Purple Disco Machine,Nu-disco,House,NA,1,Alemana,No,Perry's Stage,1
2023,Fred Again..,House,Pop,Downtempo,1,Británica,No,Perry's Stage,1
2023,Álvaro Díaz,Reguetón,Trap latino,R&B,1,Puertorriqueña,No,Perry's Stage,1
2023,YSY A,Trap latino,Hip hop,House,1,Argentina,No,Perry's Stage,1
2023,DT. Bilardo,Reguetón,Trap,RKT,1,Argentina,No,Perry's Stage,1
2023,King Savagge,Reguetón,Trap,Mambo,1,Chilena,No,Perry's Stage,1
2023,Pablito Pesadilla,Dance,Electrónica,Urbano,1,Chilena,No,Perry's Stage,1
2023,RVYO,Hip hop,Rap,NA,1,Chilena,No,Perry's Stage,1
2023,Vicente Cifuentes,Trova,Pop,NA,1,Chilena,No,Aldea Verde,1
2023,Angelo Pierattini,Rock,Hard rock,NA,1,Chilena,No,Aldea Verde,1
2023,Francisco el hombre,Pop rock,Folclor,MPB,5,Brasileña,No,Aldea Verde,1
2023,Tom D. Rocka,Rock,Folk,Electrónica,1,Chilena,No,Aldea Verde,1
2023,El cruce,Blues rock,Blues criollo,NA,5,Chilena,No,Aldea Verde,1
2023,Ases falsos,Rock alternativo,NA,NA,7,Chilena,No,Aldea Verde,3
2023,Benjamín Walker,Folk,Indie,NA,1,Chilena,No,Aldea Verde,1
2023,Yael Meyer,Indie,Folk,NA,1,Chilena,No,Aldea Verde,2
2023,Clemente,Pop latino,Balada romántica,NA,1,Chilena,No,Aldea Verde,1
2023,Código abierto,Rock,Pop rock,NA,3,Chilena,No,Aldea Verde,1
2023,Alain Johannes Trio,Rock alternativo,Hard rock,Blues rock,3,Chilena,No,Aldea Verde,2
2023,Gufi,Pop punk,Punk rock,NA,3,Chilena,No,Aldea Verde,1
2023,Malamen,Reggae rock,Calireggae,NA,NA,Chilena,No,Aldea Verde,1
2023,Alectrofobia,Rock alternativo,NA,NA,3,Chilena,No,Aldea Verde,1
2023,Samsara,Rock alternativo,Pop,Hard rock,4,Chilena,No,Aldea Verde,1
2024,Bratty,Bedroom pop,Garage rock,NA,1,Mexicana,No,Cenco Malls Stage,1
2024,Kenia Os,R&B ,Pop,NA,1,Mexicana,No,Cenco Malls Stage,1
2024,Jessie Reyez,R&B,Hip hop,NA,1,Canadiense,No,Cenco Malls Stage,1
2024,Thirty Seconds To Mars,Rock alternativo,Metal progresivo,Post-hardcore,2,Estadounidense,No,Cenco Malls Stage,2
2024,Feid,Reguetón,Pop latino,R&B,1,Colombiana,Sí,Cenco Malls Stage,1
2024,Tronic,Punk ,Pop,NA,4,Chilena,No,Cenco Malls Stage,1
2024,Glup!,Rock chileno,Indie rock,NA,3,Chilena,No,Cenco Malls Stage,1
2024,Fletcher,Pop,R&B,NA,1,Estadounidense,No,Cenco Malls Stage,1
2024,The Offspring,State punk,Punk rock,Rock alternativo,5,Estadounidense,No,Cenco Malls Stage,1
2024,Blink-182,Pop punk,Punk rock,Skate punk,3,Estadounidense,Sí,Cenco Malls Stage,1
2024,Orquesta Fach,Jazz,Pop,Sinfónica,NA,Chilena,No,Cenco Malls Stage,2
2024,Los Mesoneros,Rock alternativo,Pop rock,NA,3,Venezolana,No,Cenco Malls Stage,1
2024,Denise Rosenthal,Pop latino,Dance pop,Balada,1,Chilena,No,Cenco Malls Stage,1
2024,Jere Klein,Reguetón,Trap,RKT,1,Chilena,No,Cenco Malls Stage,1
2024,Phoenix,Indie rock,Indie pop,Synth pop,4,Francesa,No,Cenco Malls Stage,2
2024,SZA,R&B,Pop,NA,1,Estadounidense,Sí,Cenco Malls Stage,1
2024,Machuca,Punk rock,NA,NA,4,Chilena,No,Banco de Chile Stage,1
2024,Gale,Pop latino,Synth pop,Rock alternativo,1,Puertorriqueña,No,Banco de Chile Stage,1
2024,Dayglow,Indie pop,Pop alternativo,NA,1,Estadounidense,No,Banco de Chile Stage,1
2024,Hozier,Indie,R&B,Blues,1,Irlandesa,No,Banco de Chile Stage,1
2024,Limp Bizkit,Nu metal,Rap metal,Rap rock,5,Estadounidense,Sí,Banco de Chile Stage,1
2024,Meduza,House,Electrónica,NA,3,Italiana,No,Banco de Chile Stage,1
2024,Verito Asprilla,Trap  ,Dancehall,Dembow,1,Colombiana,No,Banco de Chile Stage,1
2024,Monsieur Periné,Pop,Jazz,Bolero,2,Colombiana,No,Banco de Chile Stage,3
2024,Francisca Valenzuela,Pop rock,Pop latino,Folk,1,Chilena,No,Banco de Chile Stage,4
2024,Arcade Fire,Indie rock,Art rock,Chamber pop,5,Canadiense,Sí,Banco de Chile Stage,2
2024,Chencho Corleone,Reguetón,NA,NA,1,Puertorriqueña,No,Banco de Chile Stage,1
2024,Chystemc,Hip hop ,Rap,NA,1,Chilena,No,Banco de Chile Stage,1
2024,Nicole,Pop,Pop rock,NA,1,Chilena,No,Banco de Chile Stage,2
2024,Grupo Frontera,Regional mexicano,Cumbia norteña mexicana,Country,6,Estadounidense,No,Banco de Chile Stage,1
2024,Jungle,Soul,Nu-disco,Neo soul,7,Británica,No,Banco de Chile Stage,2
2024,Sam Smith,Pop,R&B,Soul,1,Británica,Sí,Banco de Chile Stage,2
2024,Florian,Rock,Pop,Indie,1,Argentina,No,Alternative Stage,1
2024,Muerdo,Reggae ,Pop,Folk,1,Española,No,Alternative Stage,1
2024,León Larregui,Rock alternativo,Rock psicodélico,Neopsicodelia,1,Mexicana,No,Alternative Stage,1
2024,Pierce The Veil,Post-hardcore,Rock alternativo,Pop punk,3,Estadounidense,No,Alternative Stage,1
2024,El mató a un policía motorizado,Electro pop,Indie Rock,Rock espacial,5,Argentina,No,Alternative Stage,1
2024,King Gizzard & The Lizard Wizard,Psicodelia,Garage rock,Folk,6,Australiana,No,Alternative Stage,1
2024,BB Tickz,Drill,Urbana,NA,1,Española,No,Alternative Stage,1
2024,Fármacos,Rock,Pop,NA,5,Chilena,No,Alternative Stage,2
2024,José Madero,Folk rock,Indie rock,Pop rock,1,Mexicana,No,Alternative Stage,1
2024,Cami,Pop latino,Rock latino,Balada romántica,1,Chilena,No,Alternative Stage,2
2024,Movimiento Original,Hip hop,Rap reggae,NA,3,Chilena,No,Alternative Stage,4
2024,The Blaze,Electrónica,House,Indie pop,2,Francesa,No,Alternative Stage,1
2024,Estoy bien,Post-hardcore,Emo,Pop punk,3,Chilena,No,Alternative Stage,1
2024,FACEBROOKLYN,Reguetón,Pop,Indie,1,Chilena,No,Alternative Stage,1
2024,Gonzalo Yáñez,Rock ,Pop ,NA,1,Uruguaya-Chilena,No,Alternative Stage,1
2024,Ana Tijoux,Hip hop consciente,Rap alternativo,Jazz rap,1,Chilena,No,Alternative Stage,5
2024,Nothing but thieves,Hard rock,Indie rock,Stoner rock,5,Británica,No,Alternative Stage,2
